pathway	external_id	source	ensembl_ids
Spliceosome - Saccharomyces cerevisiae (budding yeast)	path:sce03040	KEGG	YPL178W,YFR005C,YBL026W,YGR091W,YER172C,YMR288W,YDR416W,YFL017W-A,YMR213W,YGR074W,YOR308C,YGR129W,YMR125W,YLL036C,YPR094W,YJR022W,YDL030W,YPR182W,YPR178W,YCR063W,YDR473C,YBL075C,YDR364C,YPR082C,YER146W,YOR159C,YDL098C,YNL253W,YEL026W,YKL012W,YML049C,YMR240C,YNR011C,YBR065C,YDL084W,YDR378C,YDR021W,YKL074C,YAL005C,YNL209W,YPL213W,YOR319W,YER029C,YER112W,YDR381W,YHR165C,YKR086W,YLR275W,YIL061C,YJL203W,YLR298C,YER103W,YNL147W,YER013W,YLR117C,YJR050W,YBR237W,YDR163W,YGL120C,YGR075C,YKL173W,YPL151C,YGR006W,YDR088C,YDR243C,YLR438C-A,YNL138W-A,YLL024C,YAL032C,YDL043C,YLR147C,YNL112W,YNL139C,YDL229W,YBR055C
Carbapenem biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00332	KEGG	YHR033W,YOR323C,YDR300C
Arginine and proline metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00330	KEGG	YKL106W,YHR037W,YMR169C,YLR438W,YPR069C,YMR020W,YOL052C,YHR033W,YKL184W,YPL111W,YER073W,YDR242W,YLR142W,YPR062W,YMR110C,YER023W,YMR170C,YOR374W,YLR027C,YLR146C,YPL061W,YOR323C,YDR300C
Nucleotide excision repair - Saccharomyces cerevisiae (budding yeast)	path:sce03420	KEGG	YJR006W,YJR043C,YDR121W,YER162C,YMR201C,YBR278W,YGR258C,YML095C,YNL262W,YDR079C-A,YNL290W,YDL108W,YDL102W,YJL092W,YER171W,YPR025C,YJR035W,YBR087W,YJL065C,YIL143C,YPL122C,YPR056W,YDL164C,YNL312W,YJR068W,YDR030C,YPL022W,YLR005W,YOL094C,YAR007C,YDR311W,YPR175W,YDR460W,YOL133W,YOR217W,YEL037C,YBR088C
Basal transcription factors - Saccharomyces cerevisiae (budding yeast)	path:sce03022	KEGG	YKR062W,YML015C,YDR432W,YML098W,YMR236W,YCR042C,YER148W,YKL028W,YDR079C-A,YDL108W,YGR005C,YPL129W,YPR086W,YPR025C,YBR198C,YIL143C,YGR186W,YOR194C,YPL122C,YDR167W,YPR056W,YMR227C,YER171W,YDR145W,YGL112C,YGR274C,YLR005W,YDR311W,YML114C,YPL011C,YDR460W,YKL058W
RNA polymerase - Saccharomyces cerevisiae (budding yeast)	path:sce03020	KEGG	YPR187W,YHR143W-A,YJL011C,YOR210W,YOR340C,YIL021W,YDR156W,YDR045C,YKR025W,YNR003C,YPR110C,YNL113W,YJR063W,YOL005C,YBR154C,YJL140W,YOR151C,YOR341W,YOR116C,YOR207C,YPR190C,YJL148W,YDR404C,YNL248C,YKL144C,YDL140C,YGL070C,YNL151C,YOR224C,YDL150W,YPR010C
Autophagy - other - Saccharomyces cerevisiae (budding yeast)	path:sce04136	KEGG	YLR240W,YMR028W,YHR171W,YPL149W,YDL188C,YGL180W,YPR185W,YBR217W,YNR007C,YDL149W,YFR021W,YNL223W,YPL120W,YBL078C,YBR097W,YNL006W,YNL242W,YPR049C,YKL203C,YJR066W,YPL100W,YDL134C,YHR186C
Cell cycle - yeast - Saccharomyces cerevisiae (budding yeast)	path:sce04111	KEGG	YLR079W,YJL030W,YJR053W,YFL029C,YHR166C,YLR272C,YDL127W,YBR135W,YBR160W,YLR103C,YGL201C,YGR108W,YAL040C,YLR086W,YMR055C,YDL155W,YGR109C,YDR499W,YCL061C,YAL016W,YML065W,YIL026C,YCR084C,YBR136W,YGL003C,YDR260C,YML027W,YCL024W,YFR036W,YLR102C,YOL133W,YAL024C,YDL008W,YPR162C,YGL190C,YJL013C,YBR112C,YJL187C,YAR019C,YBL097W,YBR274W,YGR098C,YDR325W,YBR202W,YOR083W,YBR133C,YGL240W,YLR210W,YDR180W,YPR120C,YER173W,YBL084C,YDR052C,YMR043W,YOL001W,YDL017W,YDR113C,YPL256C,YFR034C,YIL106W,YGR188C,YNL289W,YBR060C,YDR118W,YOR195W,YOR368W,YDR146C,YER111C,YFL008W,YOR026W,YDL003W,YDR507C,YDR217C,YNL172W,YPR019W,YHR152W,YDR110W,YDR451C,YMR199W,YPR119W,YGL116W,YFR028C,YDL028C,YGL086W,YBR093C,YEL032W,YBL023C,YLR288C,YFL009W,YGR233C,YDL132W,YDL188C,YDL134C,YPL153C,YJL074C,YLR182W,YPR111W,YML064C,YLR274W,YGR113W,YJL076W,YOR249C,YMR036C,YBL016W,YFR031C,YDL056W,YDL106C,YPL031C,YGR040W,YIL046W,YLL004W,YMR001C,YDL179W,YLR127C,YKL101W,YJL194W,YKL022C,YGR092W,YJR046W,YDR328C,YJR090C,YER147C,YHR118C,YAR071W,YHR215W,YDL101C,YPL194W,YLR176C,YJL157C,YNL261W
Sphingolipid metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00600	KEGG	YPL087W,YBR265W,YER019W,YJL134W,YKL008C,YDR297W,YBR183W,YMR296C,YKR053C,YHL003C,YDR062W,YLR260W,YDR294C,YOR171C
Folate biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00790	KEGG	YBL033C,YHL018W,YKL132C,YMR289W,YGR267C,YDR481C,YOR241W,YNR033W,YOR236W,YMR113W,YNL256W
Endocytosis - Saccharomyces cerevisiae (budding yeast)	path:sce04144	KEGG	YBR234C,YML001W,YMR077C,YDL161W,YFL005W,YGL095C,YNR006W,YCL008C,YER125W,YOR275C,YDL192W,YPL002C,YDL029W,YKR014C,YIL034C,YIL062C,YDR486C,YKL079W,YER031C,YDR069C,YDL226C,YJR065C,YDR208W,YJL036W,YDR170C,YJL049W,YLR181C,YDR153C,YKL041W,YKR031C,YIL044C,YJL053W,YDR524C,YGR206W,YOR069W,YJR102C,YOR181W,YDL137W,YDR388W,YER144C,YAL005C,YNL209W,YJR125C,YLR229C,YJL154C,YOR094W,YOL062C,YOR089C,YBL037W,YJR005W,YDR323C,YPR173C,YER122C,YPL065W,YKL002W,YOR357C,YER103W,YGL181W,YJR031C,YEL022W,YHR012W,YPR165W,YJR058C,YLR206W,YNL265C,YBL047C,YGL210W,YKL007W,YHL002W,YGL206C,YNR035C,YLR417W,YDL229W,YLR025W,YKL013C,YLR370C,YLL024C,YBL075C,YKR035W-A
Mismatch repair - Saccharomyces cerevisiae (budding yeast)	path:sce03430	KEGG	YJL092W,YBR087W,YCR092C,YJR043C,YJR006W,YNL290W,YOL094C,YOL090W,YPL164C,YNL312W,YDL102W,YOR033C,YDR097C,YDL164C,YNL082W,YAR007C,YMR167W,YOR217W,YBR088C,YJR068W
Purine metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00230	KEGG	YMR278W,YIL066C,YMR217W,YOR360C,YJR069C,YCL050C,YJL005W,YDR226W,YLR359W,YJR105W,YLR432W,YDR530C,YJR010W,YOL061W,YJL026W,YER170W,YKL127W,YIR029W,YIR027C,YMR300C,YGL248W,YHR216W,YKL067W,YDL238C,YDR441C,YDR305C,YLR028C,YAL038W,YHL011C,YMR120C,YOR155C,YML056C,YNL220W,YLR209C,YER005W,YGL234W,YOR347C,YDR399W,YML022W,YGR061C,YBL068W,YGR180C,YMR105C,YBR111C,YIR032C,YAR015W,YDL166C,YOR128C,YHR201C,YDR408C,YML035C,YER070W,YER099C,YKL001C,YKL181W,YDR454C,YNL141W
Pentose phosphate pathway - Saccharomyces cerevisiae (budding yeast)	path:sce00030	KEGG	YMR278W,YHR163W,YGR248W,YKL060C,YMR105C,YMR205C,YOL061W,YDR248C,YKL127W,YHR183W,YNR034W,YPR074C,YLR354C,YLR377C,YBR196C,YGR240C,YHL011C,YCR073W-A,YNL241C,YCR036W,YBR117C,YJL121C,YOR095C,YBL068W,YGR043C,YGR256W,YER099C,YKL181W
Protein processing in endoplasmic reticulum - Saccharomyces cerevisiae (budding yeast)	path:sce04141	KEGG	YIL016W,YFL044C,YCR067C,YER100W,YBL075C,YOR085W,YNR026C,YGL022W,YML013W,YBL058W,YBR170C,YDR171W,YDR221W,YIL030C,YBR201W,YOL133W,YDL126C,YMR022W,YNL064C,YMR276W,YEL002C,YKL213C,YBR273C,YDL232W,YPR181C,YHR079C,YDL190C,YER019C-A,YOR103C,YHR098C,YJL073W,YLL024C,YMR149W,YNL209W,YLR080W,YER103W,YBR072W,YBR169C,YML019W,YDR086C,YIL005W,YMR161W,YBR082C,YJL034W,YDR283C,YBR229C,YFL048C,YPL240C,YDR059C,YML029W,YPL094C,YLR208W,YNL077W,YAL005C,YLR090W,YDL072C,YJL002C,YDR518W,YJR131W,YGL027C,YLR378C,YER087C-B,YDR411C,YBR283C,YMR264W,YMR186W,YGL226C-A,YDR057W,YPL096W,YNL049C,YGR048W,YOR288C,YIL109C,YOL013C,YPL218W,YLR057W,YOR254C,YJR007W,YOL031C,YCL043C,YMR214W,YDR328C,YBR101C,YDL195W,YOR336W,YKL073W,YDL132W,YML130C,YAL058W,YLR207W,YPL106C,YEL037C,YDL229W
Amino sugar and nucleotide sugar metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00520	KEGG	YMR278W,YLR307W,YGL253W,YKL104C,YCL040W,YHL012W,YNL192W,YKL035W,YBR038W,YKL127W,YBR020W,YBR196C,YML087C,YEL058W,YLR286C,YFR053C,YBR018C,YML125C,YFL045C,YLR446W,YFL017C,YER003C,YKL150W,YIL043C,YMR105C,YDR371W,YDR516C,YDR009W,YDL103C,YLR308W,YMR084W,YDL055C,YBR023C,YBR019C
Ubiquinone and other terpenoid-quinone biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00130	KEGG	YOR125C,YOL096C,YML110C,YGR255C,YDR032C,YNR041C,YBR052C,YGL202W,YDR538W,YCR004C
Methane metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00680	KEGG	YMR323W,YLR153C,YIL074C,YKL060C,YOR393W,YMR205C,YJL068C,YPL281C,YOL056W,YFL030W,YGR254W,YLR377C,YGR240C,YGR208W,YKL152C,YHR174W,YAL054C,YOR184W,YFL053W,YOR388C,YDL021W,YLR058C,YML070W,YBR263W,YER081W,YDL168W
Phosphonate and phosphinate metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00440	KEGG	YHR123W,YGR007W,YGR202C,YNL130C
RNA degradation - Saccharomyces cerevisiae (budding yeast)	path:sce03018	KEGG	YOR001W,YJR045C,YBL026W,YOL142W,YMR323W,YOL021C,YPR189W,YGR095C,YOR393W,YGR158C,YMR205C,YJL050W,YOR076C,YCR093W,YJL124C,YKL025C,YPL281C,YER112W,YCR035C,YEL015W,YHR081W,YPR072W,YLR369W,YHR069C,YDL175C,YLR187W,YNL278W,YEL030W,YGR240C,YER146W,YLR270W,YNR024W,YDL165W,YAL021C,YNL288W,YIL038C,YGL213C,YGL094C,YHR174W,YCR077C,YBR044C,YGR254W,YDR378C,YNL232W,YNR052C,YDL160C,YFL028C,YER165W,YJR022W,YLR398C,YNL118C,YER068W,YGL173C,YDL111C,YOL115W,YIL079C,YLR259C,YGR195W,YNL299W,YOL149W,YOR048C,YNL147W,YLR438C-A,YDR280W
Nucleocytoplasmic transport - Saccharomyces cerevisiae (budding yeast)	path:sce03013	KEGG	YLR293C,YGL100W,YDL207W,YKL186C,YPR080W,YMR308C,YLR064W,YML031W,YGR072W,YPL125W,YLR208W,YJR132W,YPL169C,YMR129W,YGR218W,YLR018C,YGL092W,YML103C,YHR077C,YDR335W,YNL253W,YOR160W,YIL149C,YDL088C,YDL116W,YDR021W,YJL039C,YDL084W,YKL057C,YMR125W,YDR381W,YER105C,YMR235C,YNL189W,YKR095W,YDR395W,YJR042W,YHR170W,YAR002W,YMR153W,YMR047C,YER107C,YJL041W,YDL064W,YMR080C,YER110C,YFR002W,YOR185C,YKL068W,YOR098C,YGR119C,YOR046C,YLL023C,YLR347C,YGL238W,YBR118W,YBR017C,YBL079W,YKR082W,YPL178W,YKL205W,YGL172W,YNL139C,YGL241W,YLR335W
Selenoamino acid metabolism	R-SCE-2408522	Reactome	YDR502C,YLR180W
SUMOylation of transcription cofactors	R-SCE-3899300	Reactome	YOR064C,YNL112W,YNL097C,YDR510W,YJL141C,YDL064W,YHR090C
Oxidative phosphorylation - Saccharomyces cerevisiae (budding yeast)	path:sce00190	KEGG	YMR054W,YGL008C,YHR001W-A,YDL067C,YOR065W,YOR020W-A,YKL148C,YDR529C,YLR447C,YDR178W,YGR183C,YPR191W,YMR256C,YLL041C,YDL004W,YFR033C,YJL166W,Q0275,YKL192C,YML081C-A,YEL024W,Q0045,YOR332W,YBR039W,YGR020C,YBL099W,YPL172C,YMR118C,YDR322C-A,YKL016C,YLR395C,Q0250,YIL111W,YBR127C,YPL078C,YLR038C,YKL141W,YPL132W,YJL045W,YPR036W,YDR298C,YHR051W,Q0080,YDL185W,Q0105,YOL077W-A,YOR270C,YMR267W,Q0085,YJR121W,YBL045C,YKL080W,YPL234C,YGL187C,YHR026W,YPR020W,YEL027W,Q0120,Q0130,YBR011C,YNL052W,YLL009C,YHR039C-A,YDR377W,YEL051W,YCL005W-A,YER141W,YLR164W,YEL039C,YLR295C,YPL271W,Q0115,YPL036W,YJR048W,Q0110,YGL191W
mRNA surveillance pathway - Saccharomyces cerevisiae (budding yeast)	path:sce03015	KEGG	YER133W,YOR076C,YGL190C,YAL043C,YAL016W,YBR236C,YKL186C,YMR125W,YBR143C,YOR179C,YMR061W,YPL169C,YKL059C,YHR077C,YDR301W,YNL001W,YDR172W,YPL179W,YDL084W,YLR115W,YDR021W,YGR072W,YPL178W,YOR250C,YDR381W,YKL018W,YGL044C,YML016C,YER165W,YLR277C,YKR084C,YOR014W,YMR080C,YDR436W,YOL123W,YNL222W,YIR001C,YGR156W,YDL207W,YDR228C,YKR002W,YJR093C,YNL317W,YDL188C,YDL134C,YDR195W,YPR107C,YOR046C
alpha-Linolenic acid metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00592	KEGG	YKR089C,YIL160C,YOR081C,YGL205W
Arachidonic acid metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00590	KEGG	YNL045W,YKR089C,YOR081C
Sulfur metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00920	KEGG	YPR167C,YGR012W,YOR251C,YJR130C,YLL058W,YCL050C,YFR030W,YLR303W,YML082W,YOL064C,YDR530C,YJR010W,YKL001C,YJR137C,YNL277W
Mitophagy - yeast - Saccharomyces cerevisiae (budding yeast)	path:sce04139	KEGG	YOR039W,YNR051C,YAL010C,YOL105C,YIL146C,YBL105C,YGL219C,YHR030C,YJL128C,YGL180W,YDR208W,YIL035C,YPL140C,YDR207C,YOR061W,YOR008C,YOL027C,YLR356W,YOR330C,YBL078C,YLR006C,YLL001W,YIL065C,YOL009C,YIL147C,YGL019W,YLL006W,YOR231W,YER151C,YIL098C,YPR049C,YLR113W,YKL203C,YOL004W,YPR024W,YJR066W,YJL095W,YLR147C,YCR079W,YNL283C
Autophagy - yeast - Saccharomyces cerevisiae (budding yeast)	path:sce04138	KEGG	YPL031C,YBR128C,YDL077C,YGL180W,YNR007C,YLL042C,YJL178C,YNL223W,YLR431C,YBR097W,YPR049C,YGL124C,YKL203C,YGL212W,YLR211C,YBL050W,YDR495C,YPL166W,YOR106W,YDR477W,YMR028W,YIL062C,YDL029W,YHR030C,YOR003W,YJR065C,YKL196C,YPL045W,YFR021W,YHR071W,YPL120W,YLR423C,YPR040W,YDR173C,YNL242W,YHR205W,YNR035C,YCL038C,YBR234C,YLR396C,YLR240W,YKL146W,YDR283C,YDR207C,YMR296C,YOR101W,YBL078C,YDR062W,YEL009C,YDR017C,YDR022C,YKL048C,YMR159C,YER129W,YDL188C,YGL179C,YDL134C,YLR370C,YHR186C,YLR148W,YML001W,YGL095C,YHR171W,YPL149W,YKL062W,YBR080C,YDR080W,YPL203W,YPR185W,YEL060C,YPL154C,YBR217W,YDL149W,YJR110W,YJL164C,YCR068W,YNL101W,YKL166C,YJR007W,YMR231W,YBR131W,YMR037C,YMR197C,YNL006W,YAL002W,YNL098C,YJR066W,YPL100W,YKL013C,YFL033C
Vitamin B6 metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00750	KEGG	YNR027W,YNL334C,YEL029C,YBR035C,YMR095C,YOR184W,YFL059W,YGR017W,YMR096W,YFL060C,YCR053W,YPR127W,YNL333W
Pentose and glucuronate interconversions - Saccharomyces cerevisiae (budding yeast)	path:sce00040	KEGG	YMR318C,YLR070C,YJL121C,YJR153W,YDL246C,YJR159W,YGR194C,YHL012W,YCR105W,YKL035W,YHR104W
Mannose type O-glycan biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00515	KEGG	YDR307W,YDL093W,YJR143C,YOR321W,YDL095W,YGR199W,YAL023C
Other types of O-glycan biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00514	KEGG	YDR307W,YNR059W,YGL257C,YDL093W,YJR143C,YBR205W,YOR321W,YDL095W,YOR099W,YGR199W,YER001W,YAL023C,YDR483W,YIL014W
Various types of N-glycan biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00513	KEGG	YDL232W,YBR110W,YGL047W,YPL050C,YOR103C,YOR085W,YML115C,YNL219C,YGL022W,YJL183W,YNR030W,YGL065C,YLR057W,YJR075W,YEL036C,YJL186W,YBL082C,YJR131W,YER001W,YPL053C,YNR059W,YJL002C,YDR245W,YBR015C,YML019W,YGL038C,YBR070C,YEL002C,YMR149W,YGL226C-A,YNL048W
Other glycan degradation - Saccharomyces cerevisiae (budding yeast)	path:sce00511	KEGG	YGL156W
N-Glycan biosynthesis - Saccharomyces cerevisiae (budding yeast)	path:sce00510	KEGG	YDL232W,YBR110W,YGL047W,YPR183W,YNL219C,YBR243C,YBR229C,YOR103C,YOR085W,YGL022W,YGR036C,YMR013C,YNR030W,YGL065C,YLR057W,YGR227W,YOR067C,YJL002C,YOR002W,YIL049W,YJR131W,YGL027C,YPL227C,YBL082C,YML019W,YBR070C,YEL002C,YMR149W,YGL226C-A,YNL048W
Tyrosine metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00350	KEGG	YKL106W,YNL168C,YLR027C,YMR083W,YOL086C,YBR145W,YGL256W,YIL116W,YGL202W,YHR137W,YMR303C,YDL168W,YBR006W
Phagosome - Saccharomyces cerevisiae (budding yeast)	path:sce04145	KEGG	YMR054W,YML124C,YDR086C,YML001W,YLR240W,YEL027W,YLR447C,YLR268W,YFL037W,YPR079W,YER019C-A,YKL080W,YHR039C-A,YOR332W,YGR020C,YML085C,YDR488C,YBR127C,YOR089C,YKR054C,YFR019W,YDL185W,YOR270C,YPL234C,YOR075W,YHR026W,YLR378C,YER087C-B,YEL051W,YPR036W,YKR014C,YCL005W-A,YAL058W,YNR006W,YBR283C
Peroxisome - Saccharomyces cerevisiae (budding yeast)	path:sce04146	KEGG	YDR142C,YNL329C,YDR347W,YDL065C,YDR244W,YKL188C,YML042W,YIL009W,YDR329C,YAR035W,YER024W,YFL030W,YGR088W,YGL067W,YNL009W,YIL160C,YGL205W,YNL202W,YLR191W,YDR265W,YLR284C,YDR256C,YEL020C,YDL066W,YOL147C,YLR251W,YJR104C,YHR008C,YJL210W,YER015W,YMR208W,YOR317W,YOR180C,YMR246W,YGL153W,YJR101W,YKL197C,YMR026C,YPL147W,YLR174W
Selenocompound metabolism - Saccharomyces cerevisiae (budding yeast)	path:sce00450	KEGG	YAL012W,YER091C,YFR055W,YJR130C,YLL058W,YHR106W,YML082W,YGL184C,YGR171C,YGR264C,YJR010W,YDR353W
Valine, leucine and isoleucine degradation - Saccharomyces cerevisiae (budding yeast)	path:sce00280	KEGG	YOR374W,YMR169C,YMR110C,YIL160C,YML126C,YPL028W,YMR170C,YGR019W,YHR208W,YPL061W,YDR036C,YER073W,YJR148W,YFL018C
Acyl chain remodelling of PE	R-SCE-1482839	Reactome	YOR175C,YNL012W,YMR006C,YOL011W,YGR110W,YMR008C,YPR139C
RMTs methylate histone arginines	R-SCE-3214858	Reactome	YGR109C,YOR230W,YLR210W,YMR199W,YPR119W,YKL049C,YFL029C,YDL155W,YPL256C,YBR034C,YPL139C,YBR133C,YOL128C,YBR195C,YNL030W,YGR108W,YBR009C,YEL056W,YPR120C,YOR229W
Chromatin modifying enzymes	R-SCE-3247509	Reactome	YOR064C,YER169W,YNL167C,YPL016W,YNL097C,YFL029C,YER051W,YJR119C,YMR020W,YDR096W,YBR112C,YBR034C,YOR230W,YLR210W,YOR229W,YJR082C,YMR263W,YPL139C,YER045C,YBL002W,YPL165C,YNL330C,YAL013W,YBR133C,YGR108W,YPR031W,YPR120C,YMR199W,YPR119W,YIL036W,YGR109C,YHR119W,YNL030W,YOL128C,YDL155W,YML127W,YEL056W,YMR176W,YBL052C,YIL084C,YBR195C,YDR440W,YPL001W,YKL049C,YPL256C,YHR207C,YHR090C,YBR009C,YDR224C
RHOT1 GTPase cycle	R-SCE-9013425	Reactome	YAL048C,YOR326W,YAL029C
glycerophosphodiester degradation	PWY-6952-1	YeastCyc	YIL155C,YPL206C,YPL110C
Cysteine formation from homocysteine	R-SCE-1614603	Reactome	YAL012W,YGR155W
phosphatidate biosynthesis II (the glycerol-3-phosphate pathway)	PWY3O-6499	YeastCyc	YDL022W,YOL059W,YBL011W,YDL052C,YKR067W
Hydrolysis of LPE	R-SCE-1483152	Reactome	YNL012W,YMR008C,YMR006C,YOL011W
superpathway NAD/NADP - NADH/NADPH interconversion	PWY-7245	YeastCyc	YOR374W,YDL066W,YPL188W,YEL041W,YMR110C,YNL009W,YJR049C,YMR170C,YMR169C,YPL061W,YER073W,YNL241C,YLR174W
chitin degradation to ethanol	PWY-7118	YeastCyc	YLR134W,YNL117W,YBR145W,YLR307W,YLR308W,YLR044C,YLR153C,YOL086C,YMR083W,YGR087C,YIR031C,YMR303C,YKL029C,YAL054C
Inactivation of APC/C via direct inhibition of the APC/C complex	R-SCE-141430	Reactome	YGL116W,YJL030W,YGR188C,YOR026W
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	R-SCE-141405	Reactome	YGL116W,YJL030W,YGR188C,YOR026W
Mitotic Spindle Checkpoint	R-SCE-69618	Reactome	YGL116W,YJL030W,YGR188C,YOR026W
Cell Cycle Checkpoints	R-SCE-69620	Reactome	YBR087W,YJL030W,YER173W,YOR026W,YGL116W,YOL094C,YDL101C,YPL194W,YNL290W,YOR368W,YGR188C,YNL312W,YMR036C,YLR288C,YOR233W,YAR007C,YJR068W
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-SCE-9716542	Reactome	YML001W,YPL183C,YNL180C,YHR114W,YMR232W,YLR240W,YER125W,YOR326W,YFL039C,YKR055W,YIL070C,YER020W,YDR189W,YMR036C,YDR379W,YOL113W,YIR006C,YIL034C,YHR005C,YNL298W,YBR200W,YDL135C,YPL204W,YMR017W,YPL242C,YPL115C,YKR031C,YKL092C,YHL007C,YGL106W,YOR101W,YOR256C,YOR127W,YBL105C,YBR109C,YLR229C,YBR260C,YNL090W,YOL081W,YGR009C,YMR110C,YCR088W,YBR097W,YBR140C,YAL029C,YOR373W,YDL091C,YJR017C,YAL048C,YOL100W,YPR188C,YPR165W,YHR023W,YBR179C,YNL084C,YOR027W,YNL098C,YPL176C,YJL201W,YIL118W,YOR134W,YER155C,YJR126C,YDR389W
formate oxidation to CO<sub>2</sub>	PWY-1881	YeastCyc	YOR388C
oleate &beta;-oxidation (reductase-dependent)	PWY-7307	YeastCyc	YNL202W,YLR284C,YOR180C
fatty acid &beta;-oxidation III (unsaturated, odd number)	PWY-5137	YeastCyc	YLR284C
folate interconversions	PWY3O-697	YeastCyc	YAL044C,YLR058C,YGR204W,YOR074C,YBR263W,YBR084W,YDR019C,YPL023C,YMR189W,YKR080W,YGL125W,YFL018C,YOR236W
heme biosynthesis	HEME-BIOSYNTHESIS-II	YeastCyc	YDR047W,YOR176W,YER014W,YDR044W
Formation of annular gap junctions	R-SCE-196025	Reactome	YKR001C,YOL062C,YLL001W,YGL206C,YOR211C,YGR167W
Gap junction degradation	R-SCE-190873	Reactome	YKR001C,YOL062C,YLL001W,YAL029C,YGL206C,YOR326W,YOR211C,YGR167W
Gap junction trafficking	R-SCE-190828	Reactome	YKR001C,YOL062C,YLL001W,YAL029C,YGL206C,YOR326W,YOR211C,YGR167W
Gap junction trafficking and regulation	R-SCE-157858	Reactome	YKR001C,YOL062C,YLL001W,YAL029C,YGL206C,YOR326W,YOR211C,YGR167W
Formation of ATP by chemiosmotic coupling	R-SCE-163210	Reactome	YPR020W,Q0130,YDR298C,Q0085,YKL016C,YDL004W,YBL099W,YJR121W,YJR090C,YPL271W,YBR039W,YPL078C
mRNA capping	PWY-7375	YeastCyc	YGL130W,YPL228W,YBR236C
mTORC1-mediated signalling	R-SCE-166208	Reactome	YBR028C,YBR181C,YGR162W,YGL049C,YPL090C,YNL175C,YPR163C
Aquaporin-mediated transport	R-SCE-445717	Reactome	YLL043W,YFL054C
TRIF(TICAM1)-mediated TLR4 signaling 	R-SCE-937061	Reactome	YNL167C,YBL016W,YER045C,YBR028C,YAL016W,YDL188C,YGR040W,YEL009C,YHR030C,YJL128C,YOR014W,YLR113W,YIL036W,YDL134C
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	R-SCE-450385	Reactome	YOL021C,YDR151C,YKL126W,YOL142W,YGL173C,YDL111C,YNL232W,YHR205W,YGR095C,YGR195W,YGR158C,YOL149W,YHR069C,YDR280W,YNL118C,YCR035C,YLR136C
Wax and plasmalogen biosynthesis	R-SCE-8848584	Reactome	YOR245C
Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	R-SCE-9634600	Reactome	YOL136C,YLR345W,YJL155C
Oleoyl-phe metabolism	R-SCE-9673163	Reactome	YJL172W
Mitochondrial Uncoupling	R-SCE-166187	Reactome	YJL172W
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	R-SCE-163200	Reactome	YOR356W,YOR065W,YDR529C,YGR183C,YBR039W,YFR033C,YJL166W,YJR090C,YEL024W,YPR004C,YDL004W,YBL099W,YKL016C,Q0105,YPL271W,YPL078C,YJL172W,YGR207C,YDR298C,Q0085,YHR024C,YJR121W,YBL045C,YPR020W,Q0120,Q0130,YLR163C,YEL039C,YJR048W
The citric acid (TCA) cycle and respiratory electron transport	R-SCE-1428517	Reactome	YOR356W,YKL085W,YIL125W,YJR121W,YKL148C,YDR529C,YGR183C,YOR142W,YOR040W,YDR148C,YBR039W,YFR033C,YJL166W,YNL168C,YJR090C,YEL024W,YPR004C,YGR244C,YDL004W,YBL099W,YER178W,YML004C,YNL055C,Q0105,YBR221C,Q0120,YPL078C,YNL071W,YJL172W,YIL114C,YPR020W,YMR118C,Q0085,YKL016C,YHR024C,YLR304C,YOR065W,YOR297C,YFL018C,YDL178W,YPL271W,Q0130,YDR298C,YOR136W,YLR163C,YBL045C,YNR001C,YEL039C,YGR207C,YNL037C,YPL262W,YJR048W,YLL041C
Formation of the Early Elongation Complex	R-SCE-113418	Reactome	YPR187W,YOR210W,YMR125W,YIL021W,YJL140W,YDR079C-A,YMR277W,YDL108W,YGR005C,YOL005C,YPR025C,YDR460W,YHR143W-A,YOR151C,YML010W,YIL143C,YGR186W,YPL122C,YPR056W,YDR404C,YGR063C,YER171W,YDL140C,YLR005W,YDR311W,YGL070C,YPL178W,YOR224C,YBR154C
Sulfur amino acid metabolism	R-SCE-1614635	Reactome	YAL012W,YGR155W,YEL038W,YOR251C,YPR118W,YER043C,YLR180W,YLR017W,YDR502C,YMR009W,YLR348C
